COVID_Worry,COVID_Too_Much_Time,COVID_Lot_Time,COVID_Afraid,COVID_Irritable,COVID_Guilty,COVID_Sad,COVID_Preoccupied,COVID_Stressed
4.581816894,4.365592969,4.90026771,66.34,34.93,18.87,34.23,18.87,60.42
5,5,5,60,82.82,39.15,54.79,62.11,59.58
2,2,2,60.7,38.59,60.14,70.56,60.14,69.3
7,7,7,82.29114097,66.60600403,39.15512502,77.59661371,75.00045436,86.1561669
5,3,5,89.68,48.42,28.65,67.91,19.2,70.2
4.455631111,4.240941302,4.074122431,48.33246248,62.17047494,26.7404461,64.77850695,52.50573941,65.30428738
4.8703214,4.365592969,4.955090454,70.82,100,40.39,71.52,49.97,71.1
5,5,5,63.44909895,62.17047494,28.95877986,68.27323984,56.90320094,69.10171991
5,5,7,63.66,66.34,32.82,70.14,72.54,77.75
3.836561393,4.240941302,4.019299687,80.7,68.03,62.39,59.15,39.01,48.45
5,4,5,61.86745333,61.1306441,25.63038113,66.27447995,54.89931964,67.64313294
3,7,7,49.20168867,61.1306441,28.62064277,63.51162101,62.26298809,68.49242683
4,3,4,70.85,29.72,10.7,100,60.28,39.58
5,6,5,63.44909895,62.17047494,26.18471825,68.27323984,56.90320094,69.10171991
2,5,6,26.13,86.77,2.9,100,90,80.97
1,2,2,60.28,71.55,9.15,62.39,19.3,40.56
5,6,6,64.58553755,66.76,38.68,72.21587189,64.35539497,71.44599905
5.37979875,4.365592969,4.955090454,92.26,89.03,0,100,89.03,78.06
2,3,2,39.01,62.11,19.01,60.7,39.3,39.72
6,6,6,60.14,90.56,30.14,99.3,90.85,89.3
6,5,7,60.56,71.13,19.58,82.25,50,71.41
3.418049256,2.818220871,3.569195729,71.13,60.85,18.73,39.72,50.99,39.3
3,4,3,29.86,44.37,70.42,61.27,64.79,54.65
3.258702842,2.904241795,3.569195729,13.86,8.5,9.61,52.91,51.97,76.69
3,5,5,49.03064245,62.17047494,23.28731715,63.51162101,56.0151918,65.06226045
5.184136988,4.365592969,4.90026771,79.72,26.76,18.59,83.1,30,81.13
2,2,2,8.31,54.51,0,100,61.69,31.13
4.517166042,4.365592969,4.955090454,50.99,100,18.87,92.11,39.86,81.97
5,6,6,89.86,78.17,44.25061634,98.59,86.9,88.31
2,1,1,10.56,0,6.06,69.58,8.17,12.82
5,6,6,70.14,91.41,49.58,80.85,70.28,80.42
6,6,6,70.42,91.55,49.58,81.41,70.7,90.7
1,1,1,15.83365448,31.9290652,9.07668643,31.01435492,40.72793924,35.67948167
5,3,5,61.48406689,62.17047494,29.90947028,64.77850695,53.74812109,67.64313294
5,2,6,40.85,40.14,9.44,50.42,70.7,29.72
4,4,4,60.85,60.56,27.11023292,60.7,51.84552102,60.7
4,3,4,60.56,25.07,29.58,65.21,70.14,65.35
4,2,5,30,0,0,51.82235531,71.13,58.40530947
6,6,6,50.99,100,0.14,100,50.99,100
4.85262971,4.365592969,4.955090454,65.92,75.21,8.59,73.94,78.45,69.01
5,2,5,39.3,81.55,28.87,59.86,19.44,58.31
4.225253923,4.240941302,3.941087953,33.1,33.66,0,27.18,80.85,58.45
6,7,6,62.54,35.21,64.93,90.7,55.35,76.2
4.455631111,4.240941302,4.074122431,49.46890109,62.17047494,26.7404461,64.77850695,52.50573941,64.84065004
2,5,4,29.65,100,8.6,91.55,60.22,29.49
4,4,3,60.85,62.96,30,49.01,63.8,65.92
5,4,5,79.72,80.28,19.44,100,61.69,81.69
4.474004028,4.240941302,4.180100584,66.76,99.86,7.75,81.69,60.85,88.31
3,3,4,36.05,48.81,8.5,22.11,39.8,59.69
5,2,3,53.74397184,59.93700898,26.24362543,64.77850695,51.35454086,66.65085688
3,2,2,63.38,51.97,0,36.76,51.83,60
4.455631111,4.240941302,4.074122431,48.33246248,62.17047494,25.12974491,64.77850695,52.50573941,65.30428738
4,6,4,49.97,49.83,18.99,29.55,49.69,39.83
5,5,6,63.44909895,62.17047494,30.75077574,69.44203302,64.35539497,70.18754083
3,4,4,49.03064245,61.1306441,24.89801834,63.51162101,52.50573941,63.60367348
4,4,4,49.46890109,62.17047494,23.28731715,64.77850695,52.50573941,64.84065004
4,3,5,49.44,77.04,0,65.63,71.97,70
4,4,4,8.45,76.9,9.3,6.9,16.9,80.14
5,6,6,70.28,82.68,40.28,18.17,28.59,70.99
3,3,3,70.56,80.99,0,81.13,36.76,72.82
5,3,5,39.15,72.82,7.04,81.41,7.61,78.03
3,4,5,37.75,59.58,0,50.99,61.27,59.86
4.517166042,4.365592969,5.190342338,55.35,72.54,29.86,78.73,44.79,95.35
5,6,7,28.03,60.7,38.73,59.86,100,58.87
5,5,5,70.38,40.62,80.54,29.9,41.89,80.82
4,5,6,49.46890109,62.17047494,25.24714729,64.77850695,62.26298809,69.72940339
3,3,4,46.45141292,62.17047494,24.89801834,63.51162101,51.35454086,64.06731082
5.78028109,5.62842347,6.171027618,81.83,80.56,0,70,71.13,91.83
6,4,3,68.29401099,62.17047494,29.17574371,72.53092474,53.39374856,70.92234601
3,3,4,31.41,59.15,0,49.15,0,5.77
6,7,7,77.91,94.26,20.66,72.45,87.66,70.16
2,7,7,0,100,0,71.97,0,60.85
2,2,2,21.13,91.41,74.08,37.61,30,67.04
4,3,5,27.01,63.83,25.49,100,36.19,60.32
6,6,6,70.7,60,70.7,70.99,91.41,80.99
4.525859984,4.365592969,4.955090454,61.86745333,62.17047494,27.1163521,66.27447995,54.89931964,67.64313294
4.525859984,4.365592969,4.955090454,61.86745333,62.17047494,31.75189804,66.27447995,54.89931964,67.64313294
3,1,2,0,29.3,27.61,70.56,65.63,71.13
3,5,5,45.49378967,62.17047494,26.7404461,63.51162101,56.0151918,62.46550832
5,6,5,65.49,63.66,0,56.48,59.72,90.42
5,6,5,30.13,72.59,9.73,56.51,59.51,34.45
3,5,3,57.88,58.34,0,79.21,17.09,77.73
1,1,1,15.83365448,31.9290652,9.07668643,31.01435492,40.72793924,35.67948167
4.525859984,4.365592969,4.90026771,61.86745333,62.17047494,27.89332014,66.27447995,54.89931964,67.64313294
5.688104219,5.62842347,6.171027618,84.37,62.96,70.7,100,81.13,100
3,5,6,35.95,64.25,25.73,90.16,63.89,56.73
3,4,4,30.14,61.13,0,52.68,49.3,60
5,5,5,77.74,100,58.71,100,49.03,64.84
2,4,6,46.76,54.93,24.08,62.11,74.08,84.23
3,2,5,47.27198718,60.97683982,24.89801834,63.51162101,52.86011194,64.06731082
1.970258453,2.252087989,2.500334576,9.3,0,0,9.3,8.87,24.79
6,7,7,62.58,79.68,66.77,68.06,100,89.35
3,5,5,69.68,61.94,72.26,84.19,93.87,76.13
4.308319829,4.240941302,4.10188885,30.99,34.93,29.01,90.99,70.28,68.17
2,6,2,25.68217905,50.50157896,16.7166762,50.03856811,51.61747251,55.91752847
5,5,5,64.58553755,62.17047494,32.68435123,71.04707871,56.90320094,70.36017813
5,5,7,71.13,8.73,29.3,80.28,100,81.83
1,2,2,17.22730509,34.68190117,11.09160597,31.01435492,40.72793924,35.67948167
2,5,3,0,4.51,0,2.39,14.19519703,5.07
3,2,2,39.63487077,59.93700898,21.63920503,63.51162101,51.35454086,64.06731082
4.455631111,4.240941302,4.180100584,58.17,38.4,38.4,52.44,18.62,68.77
6,5,5,59.68,38.71,78.71,100,100,79.35
4,2,2,38.68,68.77,51,69.34,37.25,69.34
6,6,6,88.26,79.82,74.55,76.24,77.76,67.94
4,3,3,59.72,79.01,19.58,67.04,17.32,78.73
5,6,5,33.1,67.04,64.08,74.51,100,100
3,2,4,59.03,2.58,0,3.55,23.23,11.94
5,7,7,60,60.99,39.44,71.55,91.55,70.85
6,6,6,75.48788002,63.24551087,31.58031513,75.07715826,73.60415273,86.1561669
4.571275521,4.365592969,4.955090454,59.72,71.69,29.3,90.7,59.58,70.99
7,7,7,82.29114097,66.60600403,42.84537782,77.59661371,75.00045436,86.1561669
6,5,4,70.99,100,4.23,100,77.75,100
7,7,7,82.29114097,66.60600403,34.62406036,77.59661371,75.00045436,86.1561669
3,2,5,83.87,16.13,6.45,63.23,23.87,68.06
4,5,5,72.49,72.21,28.94,90.54,88.25,70.77
3,3,3,46.45141292,62.17047494,24.77027147,63.51162101,51.35454086,61.00692135
3,5,6,49.03064245,62.17047494,27.8451461,63.51162101,62.26298809,68.49242683
5.184136988,4.365592969,4.955090454,80.65,30.65,32.9,70,59.68,86.77
5,5,5,63.44909895,62.17047494,28.95877986,68.27323984,56.90320094,69.10171991
6,2,6,80.3,68.86,75.12,79,76.56,100
5.688104219,5.349066568,5.34804452,95.77,53.38,71.27,100,81.41,100
4.525859984,4.365592969,4.90026771,63.00389194,62.17047494,29.51311698,68.27323984,54.89931964,67.64313294
4.455631111,4.240941302,4.10188885,39.58,9.15,18.73,60.42,30.14,70.85
2,2,2,14.53,78.79,35.85,63.54,76.51,83.13
5.098911057,4.365592969,4.955090454,71.41,67.39640204,82.39,91.69,80.14,70.42
3,3,3,46.45141292,62.17047494,24.77027147,63.51162101,51.35454086,61.00692135
3,3,5,58.45,88.83,0,73.64,79.08,78.8
4.525859984,4.365592969,4.955090454,60.90983009,62.17047494,27.1163521,64.77850695,54.89931964,67.64313294
5.49924453,4.365592969,5.190342338,73.8,96.76,46.2,99.44,92.39,100
7,7,7,81.29,100,9.03,100,82.9,88.71
6,6,6,36.68,100,10.03,76.79,65.62,85.1
5,4,5,78.09,27.29,61.28,71.17,69.09,77.32
4,5,3,71.37,57.65,100,100,92.16,89.41
5,6,6,48.71,63.32,37.82,35.24,87.97,72.49
7,6,6,95.16,96.45,100,90,100,100
2,2,2,19.3,47.90063348,19.15,71.13,28.73,19.44
4,6,7,38.65,100,0,80.68,61.95,87.65
7,3,6,64.84,63.87,75.16,91.61,82.58,99.03
3,4,3,17.97,0,49.04,79.21,0,37.63
5,3,3,86.34,86.76,0,23.94,86.34,100
5,5,5,71.55,71.69,9.58,72.11,73.8,66.34
6,6,6,100,100,30.65,100,58.39,100
2,2,4,3.66,65.35,0,75.77,50.28,62.82
7,3,3,82.26,62.49,0,91.64,60.81,69.16
5,5,6,55.81,17.42,3.55,55.81,18.39,77.74
7,7,7,100,100,0,100,30.09,100
5,2,4,50.72,44.7,30.09,37.25,38.68,69.05
5,5,5,38.06,67.42,8.06,25.81,58.39,67.74
4,3,3,71.13,60.99,39.86,49.86,60.28,70.85
3,2,2,8.31,70.99,0,0,29.72,40.28
5,4,6,34.37,69.15,19.86,61.13,72.11,70.99
3,5,5,30,68.06,2.26,58.39,69.35,85.16
6,6,6,59.1400162,60.21883837,23.8797349,60,59.37398553,60.7
3,1,1,13.23,98.39,2.58,9.03,32.26,100
1,5,3,34.52,63.55,0.32,28.71,68.71,40.65
1,2,3,29.58,60.99,0,50.42,20.14,18.87
6,4,3,60.17,8.02,0,39.83,50.43,12.89
3,3,6,50.99,39.72,8.87,71.27,50.42,50.42
5,4,6,93.7,96.28,38.4,100,60.74,93.7
3,4,5,41.19,12.88,8.98,62.2,58.98,56.27
5,5,6,37.42,64.19,25.48,63.87,39.68,70.65
2,2,3,18.99,16.72,0,7.79,19.16,30.03
4,3,5,39.58,65.77,49.58,55.77,59.86,66.62
4,5,5,44.84,90.32,30.97,77.74,82.26,82.58
5,6,5,76.48,59.86,0,71.13,55.49,70.42
5,5,5,59.03,57.59,26.65,38.97,79.37,69.63
5,5,5,56.34,60.28,49.3,40.42,60.7,81.69
1,2,1,0,0.32,0.32,25.81,5.48,2.26
6,7,6,70,100,28.87,70.7,72.25,100
5,5,5,63.52,58.59,0,67.61,55.35,70.85
2,2,2,25.79,69.34,3.44,100,100,72.21
3,3,3,70.56,60.56,49.86,75.49,50.7,60.28
5,5,3,39.15,32.68,0.7,19.86,69.86,80.99
6,6,6,100,95.42,83.67,82.23,84.81,100
2,2,2,9.44,0,7.75,19.3,9.01,8.17
3,4,3,26.33,78.31,7.46,49.04,58.98,38.76
5,6,5,40.42,70.85,8.59,70.56,54.93,65.77
5,5,5,18.87,0,9.15,28.73,60.28,84.93
3,3,5,40.44,11.39,0,48.2,2.52,47.98
3,5,5,6.72,27.28,38.05,48.4,58.65,59.11
5,6,6,68.48,81.09,0,65.33,21.78,69.34
1,1,1,14,40,5.03,13.75,20.14,22.32
7,5,7,76.87,95.77,39.63,87.73,75.18,87.45
5,4,5,87.46,71.41,86.06,62.25,59.44,67.89
2,2,5,61.6,60.17,12.03,79.08,67.34,73.35
3,5,3,40,29.3,29.15,61.27,61.55,61.83
5,3,5,68.71,78.39,10.97,60.32,66.13,100
3,3,3,54.93,70.7,28.86300338,79.01,52.39,67.6646146
1,1,1,6.48,0,0,0,0,18.87
5,4,6,60.99,18.87,70.28,50.99,70.56,50.99
2,4,2,19.72,81.83,9.01,13.8,47.18,60.42
6,6,6,100,64.19,44.19,100,83.87,99.35
6,6,7,60.32,4.84,92.26,70,62.58,78.71
1,1,1,11.29,100,9.35,34.84,10.32,18.39
2,2,2,39.35,86.77,0,78.71,17.42,76.13
6,6,7,72.9,77.74,42.9,89.03,81.61,77.42
3,3,3,32.96,63.38,17.89,63.8,39.44,80.7
3,3,3,36.04,65.54,49.51,58.66,40.16,42.08
6,6,6,51.29,0,0,80.65,100,81.94
5,5,6,58.71,30.32,0,60,70.65,67.42
5,7,6,91.41,18.17,61.41,71.83,94.23,82.82
4,2,2,30.32,87.42,1.94,60,58.06,41.61
6,4,6,73.24,71.69,9.58,71.27,71.69,70.85
5,4,5,67.1,70,44.52,58.39,58.06,59.35
5,5,2,9.72,95.49,3.52,81.27,60.56,60.42
6,6,7,100,74.51,76.47,74.12,85.49,100
3,3,3,40.42,72.25,0.14,79.01,24.37,61.55
3,2,2,38.45,71.55,0,60.99,34.65,76.2
5,3,7,77.83,58.84,39.05,89.02,79.74,78.96
6,6,6,80,38.06,18.71,70,19.35,100
5,4,5,68.39,100,38.06,19.35,67.1,78.06
3,5,5,28.39,59.35,59.35,30.65,60.97,57.42
5,3,5,60.56,100,0,29.15,19.72,70.42
6,4,6,37.42,95.81,15.48,69.03,77.74,100
7,7,7,91.27,83.7,72.83,100,52.16,100
5,5,5,77.94,67.62,11.17,100,47.28,100
5,6,6,48.71,61.1306441,0,49.68,60.66966796,68.71
5,4,5,77.75,50,8.17,42.96,71.55,80.56
6,4,6,62.46,59.6,63.04,84.24,65.33,81.95
7,7,7,100,100,82.25,100,100,100
2,5,5,18.45,0,9.44,7.89,30.99,9.44
5,7,5,66.06,55.92,22.96,19.3,0,64.37
5,7,5,70.22,100,40.06,100,79.81,88.72
5,3,5,25.5,8.6,9.74,77.08,49.28,49.28
6,6,5,83.67,72.78,22.64,100,81.38,100
7,5,7,100,100,0.86,81.09,100,100
2,1,1,1.03,18.54,0,0.36,0,5.46
1,1,1,5.07,81.69,1.69,20.85,50.56,1.55
3,2,3,18.14,100,0,73.22,25.93,74.75
2,2,3,44.08,60,0.85,59.58,28.87,31.97
3,3,5,30.42,40.28,18.87,40.56,81.83,71.55
5,6,6,58.39,36.13,27.1,100,15.81,77.1
2,2,4,0,1.83,0,39.72,41.41,43.1
5,1,6,55.21,19.01,0,29.44,50,39.58
6,7,7,80.8,49,0,67.34,83.67,92.84
7,7,7,76.34,69.44,9.3,50.99,59.44,77.61
1,1,2,0.28,59.86,1.27,1.55,3.38,2.39
5,4,4,50.65,67.42,50,67.42,67.74,81.29
2,2,2,20.14,18.03,59.15,12.11,40.42,35.21
5,5,4,20.28,71.55,0.14,81.69,18.17,100
2,3,5,19.44,19.3,9.718599139,31.01435492,20,30.99
5,5,5,81.27,92.96,0.14,91.27,81.27,80.14
3,3,6,60.99,59.01,17.18,85.63,89.72,96.62
2,2,2,56.77,56.13,1.29,77.74,25.48,53.55
6,6,7,29.44,92.25,80.56,90.99,81.13,91.97
1,2,5,9.15,11.69,0,54.93,55.77,12.25
5,2,2,61.27,29.01,9.15,80.28,20.42,71.41
4,2,2,45.77,45.77,0,44.08,19.44,29.15
5,5,5,71.13,61.83,50.99,70.56,92.82,91.27
7,5,7,70.42,90.99,39.3,90.99,70.14,80.42
5,5,5,60.7,77.04,7.61,38.87,49.58,79.86
6,2,5,58.45,79.08,27.51,69.63,58.74,81.09
5,4,5,58.06,59.35,41.29,83.23,72.9,85.81
1,1,4,3.24,0,0,50,19.01,3.1
3,5,4,60.56,100,0.7,91.83,50.99,70.42
1,1,1,0,49.35,0.97,62.26,0,0
6,6,6,89.03,60.97,50.65,96.77,79.03,91.29
3,4,2,34.52,18.06,13.87,63.55,28.06,45.48
3,2,5,19.58,100,19.58,50.14,29.58,75.77
5,6,7,34.79,69.01,28.73,24.37,96.34,74.37
6,5,6,76.22,77.65,8.02,74.5,80.52,97.71
3,4,5,59.6,89.68,18.91,53.01,63.61,59.31
5,4,5,78.39,28.06,22.26,81.29,33.87,80.65
5,3,4,60.56,60.7,60.7,60.85,50.99,60.56
5,5,5,70.85,29.44,29.3,70.99,60,81.69
5,7,7,91.69,100,0,80.56,100,80.99
5,4,5,54.15,50.43,18.05,59.89,70.2,70.2
2,2,2,18.16,0.23,0,8.28,9.35,8.96
4,5,5,30.14,20,39.58,85.92,90.42,76.06
6,5,7,86.34,96.06,22.96,93.94,63.52,76.2
4,2,2,32.56,38.16,0,57.27,37.75,59.82
5,4,2,58.17,39.26,0,2.58,69.05,73.93
2,2,3,23.87,38.71,18.06,13.55,38.71,8.39
5,3,6,61,39.02,29.29,70.72,60.56,61.36
3,2,1,32.38,0,0,70.77,36.1,81.09
5,5,5,68.17,83.66,19.01,97.46,50,85.63
2,5,2,7.1,78.06,0,79.68,47.74,28.71
2,2,2,29.58,80.56,0,70.42,71.41,80.85
4,2,5,70.56,50.85,29.72,40.56,50.99,71.41
7,6,6,92.9,79.35,51.61,88.71,80.97,100
3,2,2,34.52,69.68,17.42,61.29,69.68,54.84
4,1,3,55.16,83.5,0,18.52,0.61,83.56
2,5,5,20.14,64.51,29.72,100,85.92,100
4,5,6,70.2,49.86,27.79,71.06,63.04,86.53
2,2,3,42.25,10.7,7.32,29.15,98.31,23.1
6,5,6,100,64.79,28.59,96.06,70.14,90.99
6,7,7,81.29,77.74,37.42,100,79.03,80
1,1,1,10.32,0,0,7.74,0,2.58
5,5,4,81.66,68.48,39.83,79.66,58.17,68.48
5,6,6,77.83,24.32,0,100,89.01,100
2,5,5,39.03,60.32,17.42,33.87,64.19,60
6,5,5,69.63,67.91,81.38,60.46,64.76,74.34321903
3,2,1,48.06,84.52,19.03,61.29,69.03,63.23
6,4,5,38.87,9.58,19.44,30.28,51.13,61.27
4,4,6,58.45,70.14,16.76,69.72,52.96,70.42
5,3,2,24.08,5.21,18.87,50.42,21.27,25.49
5,6,7,60.14,14.51,30,86.06,100,66.06
6,2,5,11.29,61.94,0.97,42.9,22.9,77.42
4,4,3,20.63,83.67,6.3,30.66,38.68,25.79
5,6,5,6.3,77.65,5.16,78.22,2.58,70.2
1,2,3,0,7.16,8.88,21.2,44.7,8.31
5,2,2,50.28,28.73,60.14,18.59,28.59,39.3
1,1,1,14.65,100,23.8,100,68.17,22.82
5,4,7,50.42,61.69,80.99,60,83.24,72.11
4,5,5,27.42,28.71,0.65,49.7528224,43.55,49.41016013
3,2,5,30.56,19.3,9.15,29.72,9.15,40.56
5,2,3,9.01,66.06,18.59,70.85,100,100
4,5,5,60.28,75.92,60.85,65.77,81.27,75.77
5,5,4,60.74,66.48,49.28,66.98629651,2.87,79.08
3,6,5,52.9,100,67.1,62.9,33.55,73.55
5,4,5,60.42,81.55,30.28,71.27,54.89931964,71.55
5,6,5,2.01,89.4,11.75,88.83,59.03,60.74
6,4,6,25.76,55.42,0,53.73,57.8,41.19
5,5,5,57.42,0,0,78.71,1.29,100
6,6,6,90.7,15.77,100,83.24,88.03,96.9
6,6,6,69.68,70.65,26.77,69.03,68.71,79.03
3,5,4,16.2,50.56,0,60.85,0,30.14
5,4,3,60.56,70.7,8.87,39.44,49.72,60.7
5,4,6,76.2,30.14,80.42,100,71.27,81.41
4,4,4,14.33,72.78,23.78,70.49,32.95,63.32
6,5,7,78.17,44.65,8.59,84.93,34.51,71.69
2,2,2,0,5.81,19.03,0,2.26,11.61
1,2,1,18.87,50.56,0,39.72,8.59,29.01
3,5,4,50.56,28.59,0,70.7,90.99,29.72
3,1,3,50.99,74.65,9.86,60.7,91.55,65.07
3,4,3,35.24,29.8,53.58,100,12.61,77.65
5,5,5,62.25,71.69,51.55,65.35,53.1,69.58
6,4,7,70.7,90.85,71.13,81.27,75.49,91.69
1,3,2,29.86,100,0,0,40.14,40
1,1,1,0,0,0,0,0,0
3,5,2,20,39.44,0,40,44.37,54.79
6,7,7,82.52,77.94,68.48,100,93.41,100
4,3,3,32.82,71.83,57.89,65.63,55.92,88.17
3,3,3,63.85,38.92,8.89,61.22,26.82,71.14
2,2,2,54.96,60.39,17.65,91.73,24.13,87.01
5,4,5,76.34,80.85,64.51,90.28,30.99,77.61
2,2,2,20.32,100,16.13,43.55,79.35,69.68
1,2,5,8.17,70.42,0,50.99,18.03,18.87
1,2,2,59.08,100,0,58.75,55.21,62.54
1,1,1,50.99,50.99,0,60.7,0,50.99
1,1,1,4.51,100,0,51.13,0,13.8
4,4,4,70.7,29.44,70.42,70.7,68.73,75.92
5,5,5,34.23,59.27862582,0,61.13,52.54,55.77
7,4,5,71.41,59.15,25.07,49.15,60,70.85
2,2,3,39.3,29.15,18.87,60.42,39.72,55.35
2,2,2,64.65,57.04,0,59.72,53.52,60
5,4,4,61.45,48.36,31.54,60.78,41.77,39.66
2,2,5,9.15,71.27,29.86,4.08,9.01,19.15
3,5,5,71.86,72.79,38.1,72.98,57.76,86.98
6,7,7,100,63.11,100,100,100,100
5,5,5,37.42,38.71,1.94,79.03,78.39,68.71
6,5,5,91.69,65.92,10,73.94,95.07,100
7,7,7,80.97,80.32,8.06,34.52,100,100
3,3,6,56.2,78.17,2.82,65.92,24.37,53.52
5,5,5,78.22,77.89,25.03,100,77.89,81.72
6,7,6,93.66,18.73,70.99,50,94.79,69.15
5,5,5,70.85,71.69,0,90.42,50.28,100
3,3,5,54.93,65.49,34.79,65.49,49.01,70.42
2,2,5,11.29,0,0.32,9.35,6.77,4.84
2,1,2,7.74,37.42,0,8.71,47.74,28.39
2,3,5,30.42,91.69,19.58,61.27,39.86,29.86
3,3,2,24.37,9.3,0,76.06,50,86.2
